id,created_at,text,likes,in reply to,retweeted,Subjectivity,Polarity,Analysis
1454342435807584264,2021-10-30 07:00:31,coming soon to a boulevard near you on november at  gucciloveparade alessandromichele  universal city stud ,1078,,False,0.2,0.05,Positive
1454267891100971009,2021-10-30 02:04:18,hollywood here we come marilynmonroe gucciloveparade alessandromichele marilyn monroe the estate of marilyn ,594,,False,0.0,0.0,Neutral
1454118291312717835,2021-10-29 16:09:51, covers the latest issue of elle korea in looks from gucciaria including pieces from thehackerproject ,4544,_IUofficial,False,0.9,0.5,Positive
1453897645743689732,2021-10-29 01:33:05,spotted in a scene from the second official trailer for the forthcoming is the gucci flagship bout ,2793,,False,0.0,0.0,Neutral
1453753427851362304,2021-10-28 16:00:01,covering the winter issue of is footballer wearing a jacket featuring a g ,556,,False,0.0,0.0,Neutral
1453706363553648645,2021-10-28 12:53:00,florafantasty campaign star appears in a series of playful images featured in s fall  ,1134,,False,0.0,0.0,Neutral
1453499042613313537,2021-10-27 23:09:11,siennamiller appears on the november cover of harpers bazaar russia harpersbazaarrussia wearing a pair of boots ,598,,False,0.0,0.0,Neutral
1453498430706364416,2021-10-27 23:06:45,voguegreeces november issue features in a series of gucciaria looks including a fake fur jacket a  ,786,,False,1.0,-0.5,Negative
1453270205128445969,2021-10-27 07:59:52,based on a design originally created in  the is recognizable for its halfmoon shape and pist ,744,,False,0.5,0.3125,Positive
1453244790456336387,2021-10-27 06:18:52,a playful video reveals the making of the signature  whose design represents an historical style b ,610,,False,0.0,0.0,Neutral
1452938054851706881,2021-10-26 10:00:01,looks from the gucciaria collection include floral lace tops and fake leather skirts paired with silk scarves feat ,490,,False,1.0,-0.5,Negative
1452906176627331072,2021-10-26 07:53:20,six playful fine jewelry necklaces characterized by house motifs like the butterfly and the interlocking g are pres ,866,,False,0.5,0.4166666666666667,Positive
1452620972339744775,2021-10-25 13:00:02,combining recognizable elements of the house the guccidiana tote bag is defined by its bamboo handles and double ,851,,False,0.125,0.125,Positive
1452303881157947395,2021-10-24 16:00:02,new ankle boots from the gucciaria collection are crafted from gg canvasa material from the archivesand complete ,1000,,False,0.42727272727272725,0.11818181818181818,Positive
1451941494248689671,2021-10-23 16:00:02,a totem of house heritage the padlock bagdefined by stately gold lock hardware and gg monogram canvasis playfull ,856,,False,0.0,0.0,Neutral
1451881092235943943,2021-10-23 12:00:01,an archival element that has become a recurring theme in alessandromicheles collections the bee motif is applied ,592,,False,0.0,0.0,Neutral
1451579097969213440,2021-10-22 16:00:00,captured with the guccidiana baga statement piece defined by its bamboo handlesis new gucci brand ambassador ,15011,,False,0.45454545454545453,0.13636363636363635,Positive
1451518700524167169,2021-10-22 12:00:00,new gucci brand ambassador xiao zhan appears in a series of playful images wearing guccitailoring and other statem ,14185,,False,0.4147727272727273,0.005681818181818177,Positive
1451443205438783490,2021-10-22 07:00:01,announcing actor and singer xiao zhan as new gucci brand ambassador seen in a playful video xiaozhan wears key p ,22208,,False,0.7272727272727273,0.06818181818181818,Positive
1451292208892571661,2021-10-21 21:00:00,in honor of the centennial the logo and new bold prints define readytowear and accessories from the sp ,482,,False,0.5606060606060606,0.23484848484848483,Positive
1451231815981748229,2021-10-21 17:00:02, brings together fashion and music in a collection that nods to the past while staying firmly in the prese ,588,,False,0.325,-0.225,Negative
1451203876825276419,2021-10-21 15:09:00,celebrating the centenary year of the house with a series of playlists with songs featuring the word gucci the f ,291,,False,0.0,0.0,Neutral
1451187147998859270,2021-10-21 14:02:32,symbols that have characterized different eras of the house and a new logo print appear on readytowear and access ,776,,False,0.5272727272727272,0.06818181818181818,Positive
1451080815073382400,2021-10-21 07:00:00, is an ode to both the traditional and the contemporary nature of the house more ,663,,False,0.47222222222222215,0.2222222222222222,Positive
1450930802410278914,2021-10-20 21:03:54,the new campaign is a centurylong journey in which a cast of characters moves through an evolution of so ,401,,False,0.45454545454545453,0.13636363636363635,Positive
1450911712195006479,2021-10-20 19:48:03,inspired by retro sneakers with chunky soles new sneakers combine house emblems such as the web stripe and emboss ,457,,False,0.4772727272727273,0.06818181818181818,Positive
1450863012835905541,2021-10-20 16:34:32,the house celebrates its centennial year with  a special collection that references the staying power of ,491,,False,0.5714285714285714,0.35714285714285715,Positive
1450768052891574277,2021-10-20 10:17:12,the new bags are enriched with two detachable shoulder straps one goldtoned chain and the othe ,837,,False,0.45454545454545453,0.13636363636363635,Positive
1450491935764877315,2021-10-19 16:00:00,a tote and a cross body bag thats compact in size yet big in functionality the gg monogram mini tote delivers ho ,549,,False,0.05,0.0,Neutral
1450402011699105794,2021-10-19 10:02:41,crafted in signature gg monogram canvas with rich leather trim new bags from gucciaria celebrate the timeless res ,509,,False,0.6022727272727273,0.2556818181818182,Positive
1450220144165363717,2021-10-18 22:00:00,the gg marmont belt a signature design defined by the double g buckle is recast in new leather hues in various wi ,556,,False,0.3181818181818182,0.04545454545454545,Positive
1450144842647056385,2021-10-18 17:00:47,new expressions of house heritage for aria include equestrianinspired kneehigh boots in gg monogram canvas with l ,804,,False,0.45454545454545453,0.13636363636363635,Positive
1450142666956627973,2021-10-18 16:52:08, so thrilled to finally share with you this amazing project that i did for hot wheels x gucci as part of guccis a,0,,False,0.8625,0.36250000000000004,Positive
1450139284581851139,2021-10-18 16:38:42, gucci has collaborated with mattel to create its first hot wheels collectible a replica of the cadillac seville by g,0,,False,0.6611111111111111,0.0,Neutral
1450025731518513160,2021-10-18 09:07:29,attending the opening of gucci garden archetypes in tennozu tokyo miyavi tadanobuasano riisanaka tenyoshii ,882,,False,0.0,0.0,Neutral
1449827554978897925,2021-10-17 20:00:00,s the magic issue features in a silk duchesse dress with frontal zip from gucciaria ,584,,False,1.0,0.5,Positive
1449767163427004429,2021-10-17 16:00:01, wearing a gucci gown with jeweled neckline and geometric lace to the premiere of the eyes of tammy ,652,,False,0.0,0.0,Neutral
1449706769974968324,2021-10-17 12:00:02,manabouttownuks cover features ashtond sanders wearing a look from gucciaria by alessandromichele ,482,,False,0.0,0.0,Neutral
1449474311794962433,2021-10-16 20:36:20,s october cover star is captured by zoeygrossman wearing a selection of gucciaria looks ,563,,False,0.0,0.0,Neutral
1449404778539372548,2021-10-16 16:00:02,to the london premiere of the lost daughter during the bfi london film festival dakotajohnson wore a ,1158,,False,0.0,0.0,Neutral
1449348277665681409,2021-10-16 12:15:31,the november issue of features in a blazer jacket from gucciaria adele is photographed by ,1895,,False,0.0,0.0,Neutral
1449102779700719629,2021-10-15 20:00:00,from vivid prints to archival emblems the latest vintage drop on vault is filled with heritageheavy gems ,563,,False,0.85,0.3416666666666666,Positive
1448985216240979969,2021-10-15 12:12:51,a new selection of rare vintage gucci finds has just arrived dont wait too long to browse ,426,,False,0.5848484848484848,0.12878787878787878,Positive
1448966891201044505,2021-10-15 11:00:02,its here the comme des garçons x gucci tote  now in its third drop  has arrived and its available on vault di ,649,,False,0.2,0.2,Positive
1448966890244640770,2021-10-15 11:00:01,its here the comme des garçons x gucci tote  now in its third drop  has arrived and its available ,389,,False,0.2,0.2,Positive
1448671675977961473,2021-10-14 15:26:57,i dont follow on twitter ,2931,,False,0.0,0.0,Neutral
1448632539816529925,2021-10-14 12:51:26,rare vintage finds wait for no one stay tuned for another drop coming tomorrow to vault guccivault ,374,,False,0.9,0.3,Positive
1448332706299867139,2021-10-13 17:00:00,finely folded floral foulards say that five times fast and keep an eye on vault guccivault alessandromichele ,268,,False,0.55,0.30833333333333335,Positive
1448265877087002624,2021-10-13 12:34:27,new things are coming to vault stay tuned guccivault alessandromichele ,542,,False,0.45454545454545453,0.13636363636363635,Positive
1448015620977614851,2021-10-12 20:00:01,with the caring properties of a balm and lipstick levels of pigmentation guccibeautys rouge de beauté brillant d ,435,,False,0.0,0.0,Neutral
1447955229492891654,2021-10-12 16:00:03,presenting palette beauté des yeux floral guccibeautys first eye shadow palette with shades in satin matte ,1153,,False,0.3333333333333333,0.25,Positive
1447894824397455365,2021-10-12 12:00:01,introducing new shades from the guccibeauty rouge de beauté brillant collection appearing in a special campaign fe ,354,,False,0.512987012987013,0.24675324675324675,Positive
1447653227625951237,2021-10-11 20:00:00,exploring ideas of authenticity counterfeiting and appropriation within the fashion industry an image from the ,1096,,False,0.0,0.0,Neutral
1447592834702270464,2021-10-11 16:00:01,envisioned by alessandromichele as an exploration of desire the gucciaria campaign features model ,568,,False,0.0,0.0,Neutral
1447532444656168977,2021-10-11 12:00:03,the clothes we wear perfectly stick to our skin and more they are its extension somehow it is the skin we decid ,775,,False,0.75,0.75,Positive
1447290844424425472,2021-10-10 20:00:01,an image from the gucciaria campaign to present alessandromicheles first collection in the centenary year of the ,529,,False,0.16666666666666666,0.125,Positive
1447230445830033414,2021-10-10 16:00:01,known for redefining the conventions of beauty throughout her career kristen mcmenamy appears in the gucciaria ca ,701,,False,0.0,0.0,Neutral
1447170053993082887,2021-10-10 12:00:02,an image from the new gucciaria campaign envisioned by alessandromichele as an exploration of the ontology of de ,765,,False,0.45454545454545453,0.13636363636363635,Positive
1446928454163836932,2021-10-09 20:00:00,a peek at guccicircolomilano a new neighborhoodcentric temporary space designed to offer a truly unique multid ,528,,False,0.7272727272727273,0.2556818181818182,Positive
1446868055687147523,2021-10-09 16:00:00,located in a historic building on the panoramic landwehr canal in berlinkreuzberg guccicircoloberlin is an exper ,517,,False,0.0,0.0,Neutral
1446807666156662786,2021-10-09 12:00:02,unveiling guccicircoloshoreditch a temporary space in the dynamic heart of east london where people can gather to ,743,,False,0.16666666666666666,0.0,Neutral
1446566067854200834,2021-10-08 20:00:01, in a gucci tuxedo jumpsuit with contrast peak lapel to women in films annual award ceremony in los ang ,9,Janefonda,False,0.0,0.0,Neutral
1446505668161142786,2021-10-08 16:00:00,griff celeste ellie rowsell and akinola davies jr wearing gucciouverture to a special event at the newly opened ,605,,False,0.512987012987013,0.24675324675324675,Positive
1446447892890275844,2021-10-08 12:10:26,to the premiere of the power of the dog presented at the new york film festival wore a ,416,,False,0.45454545454545453,0.13636363636363635,Positive
1445841290738888711,2021-10-06 20:00:00, appears in the october issue of in a gucciaria embroidered duchessesilk skirt worn wi ,30,EmmaRaducanu,False,0.0,0.0,Neutral
1445781172122832905,2021-10-06 16:01:07,voguehongkong october cover star lilamoss is captured by felixcooper wearing a selection of looks from the ,589,,False,0.0,0.0,Neutral
1445478906040143873,2021-10-05 20:00:01,part of its global tour the gucci garden archetypes exhibit landed in tokyo inaugurated in the centenary year of ,407,,False,0.0,0.0,Neutral
1445418513519321110,2021-10-05 16:00:02,juri ueno mari natsuki  ayaka myioshi and rihito itagaki attending the opening of gucci garden archetypes in tenn ,1574,,False,0.0,0.0,Neutral
1445136263619698704,2021-10-04 21:18:29,s october cover star  is captured in a gucciaria oversize knit and guccijewelry nec ,1423,,False,0.0,0.0,Neutral
1445104927471284237,2021-10-04 19:13:58,the october cover of lofficiel hommes china features nini wearing a tshirt and denim pants with ,934,,False,0.0,0.0,Neutral
1445036071037906944,2021-10-04 14:40:21, appears on the cover of s latest issue in a gucciaria sequin dress with earrings fr ,1801,,False,0.9,0.5,Positive
1444958752474603520,2021-10-04 09:33:07,as part of a collaborative and commemorative runway show entitled love brings love in honor of alberelbaz ,289,,False,0.6,0.5,Positive
1444754126567575552,2021-10-03 20:00:00, brings together fashion and music in a collection that nods to the past while staying firmly in the prese ,766,,False,0.325,-0.225,Negative
1444693735380434949,2021-10-03 16:00:02, is an ode to both the traditional and the contemporary nature of the house symbols that have characteriz ,724,,False,0.4583333333333333,0.08333333333333333,Positive
1444633331769876485,2021-10-03 12:00:00,music is mine gucci seats reclined a new collection to mark one hundred years of the house plays with its dna an ,584,,False,0.45454545454545453,0.13636363636363635,Positive
1444572931800117252,2021-10-03 08:00:00,designed to celebrate the houses centennial the logo defines readytowear and accessories from the new ,487,,False,0.45454545454545453,0.13636363636363635,Positive
1444391739121340422,2021-10-02 20:00:00,gucci has collaborated with mattel creations to create its first collectible a replica of the cadillac ,5914,,False,0.5666666666666667,-0.125,Negative
1444331340648751104,2021-10-02 16:00:00,in honor of the centennial readytowear and accessories are updated with vintageinspired motifs for a romantic t ,494,,False,0.5,0.0,Neutral
1444270943417737217,2021-10-02 12:00:00,becoming a household name within pop culture in the last years songs have repeatedly celebrated gucci with the ,3264,,False,0.5555555555555556,0.26666666666666666,Positive
1444210548074156035,2021-10-02 08:00:01,the house celebrates its centennial year with  a special collection that references the staying power of ,347,,False,0.5714285714285714,0.35714285714285715,Positive
1443968956155535379,2021-10-01 16:00:01,jazz psychedelic japanese punk disco hip hop afrobeat these musical genres serve as the backdrops to the new ,276,,False,0.15151515151515152,0.04545454545454545,Positive
1443943811315650565,2021-10-01 14:20:06,if i were to depict gucci for me it would be an eternal teenager who hangs out at places where music is heard and ,391,,False,0.0,0.0,Neutral
1443913714864906243,2021-10-01 12:20:30,conceived as a tribute to celebrate the centennial of the house manifests a deep connection between two ,432,,False,0.4,0.0,Neutral
1443880145312485376,2021-10-01 10:07:07,the centennial for me represents an opportunity to bear witness to guccis eternal vitality that year after year ,484,,False,0.0,0.0,Neutral
1443668076994646019,2021-09-30 20:04:26,paulmescal andrew burnap and michaelgandolfini all wearing gucci by alessandromichele to movie prem ,376,,False,0.0,0.0,Neutral
1443639906111262724,2021-09-30 18:12:29,to the tonyawards wore a gucci one button jacket with a covered placket evening shirt wool moha ,273,,False,0.0,0.0,Neutral
1443564793709879302,2021-09-30 13:14:01,to the lost daughter screening during the new york film festival dakotajohnsonwho stars in the filmwore ,1273,,False,0.45454545454545453,0.13636363636363635,Positive
1443523277117349888,2021-09-30 10:29:03,jodiecomer wore a gucciaria mohair oversized jacket with allover sequin embroidery and matching pants to the th ,1491,,False,0.0,0.0,Neutral
1443490471150559233,2021-09-30 08:18:41, and caryfukunaga both in gucci to the no time to die premiere in london notimetodie  ,164,billieeilish,False,0.0,0.0,Neutral
1443334773900857349,2021-09-29 22:00:00,sir in custom gucci at the globalcitizenlive concert in paris designed by alessandro michele his ,593,,False,0.0,0.0,Neutral
1443319672686845956,2021-09-29 21:00:00,at gucciosteriabeverlyhills which was recently awarded a michelin star marble mosaics from italy in the complete ,316,,False,0.325,0.05,Positive
1443244179451117571,2021-09-29 16:00:01,showcasing a selection of signature dishes by mattiaagazzi head chef at gucciosteriabeverlyhills which was just ,349,,False,0.0,0.0,Neutral
1443171703333478405,2021-09-29 11:12:01,gucciosteriabeverlyhills has been awarded a michelin star in the edition of the prestigious michelin guide ca ,346,,False,0.0,0.0,Neutral
1442961106696380416,2021-09-28 21:15:11,performing in chicago for his love on tour wore a gucci lace shirt with highwaisted tailored tro ,10436,,False,0.6,0.5,Positive
1442896886814359552,2021-09-28 17:00:00,performing at the globalcitizenlive concert in new york city wore a custom gucci oversized tshirt ,934,,False,0.45454545454545453,0.13636363636363635,Positive
1442859063214284803,2021-09-28 14:29:42,at the globalcitizenlive concert in paris who feature in the latest gucciaria campaignwore a se ,1195,,False,0.9,0.5,Positive
1442836205868048389,2021-09-28 12:58:52,in the first episode of a new guccipodcast miniseries fashion philosopher presents guccivault th ,281,,False,0.3939393939393939,0.19318181818181818,Positive
1442609998022987778,2021-09-27 22:00:00,vault is many different things at once a time machine an archive a library a laboratory and a meeting place  ,435,,False,0.55,0.25,Positive
1442549606416465923,2021-09-27 18:00:02,speaking to the belief that past present and future can coexist through the power of the imagination guccivault ,579,,False,0.125,-0.08333333333333333,Negative
1442486734193844227,2021-09-27 13:50:12,showcasing a selection of items featured on guccivault the new experimental online space created by gucci from t ,597,,False,0.42727272727272725,0.11818181818181818,Positive
1442246784076505089,2021-09-26 21:56:43,at a special mfw event to celebrate the launch of guccivault jodieturnersmith  melanielaurent and ,567,,False,0.5714285714285714,0.35714285714285715,Positive
1442246486142554114,2021-09-26 21:55:32, and wearing gucci at a special event during mfw to celebrate the launch of guccivault ,419,,False,0.5714285714285714,0.35714285714285715,Positive
1442181466973036551,2021-09-26 17:37:10,guccis president and ceo marcobizzarri and creative director alessandromichele are captured with guests ,657,,False,1.0,0.5,Positive
1442143110373462016,2021-09-26 15:04:45,attending a special event during mfw to celebrate the launch of guccivault the new online space from the vision ,744,,False,0.512987012987013,0.24675324675324675,Positive
1441891741108371458,2021-09-25 22:25:54,guccivault the houses new online concept store is many different things at once a time machine an archive a l ,459,,False,0.5181818181818182,0.21212121212121213,Positive
1441796803838582784,2021-09-25 16:08:39,during mfw unveiling a special exhibit dedicated to the world of vault the new online concept store created by ,629,,False,0.512987012987013,0.24675324675324675,Positive
1441745542338461698,2021-09-25 12:44:58,guccivault the new experimental online space created by gucci from the vision of creative director ,496,,False,0.6181818181818182,0.24545454545454545,Positive
1441492638180405253,2021-09-24 20:00:01,to the premiere of dear evan hansen in los angeles amandla sternberg wore a gucciouverture sequin embroidered s ,338,,False,0.0,0.0,Neutral
1441432242945871875,2021-09-24 16:00:01,at the  nominee for supporting actor in a limited series or movie for i may destroy you paapa essiedu ,352,,False,0.13095238095238096,-0.007142857142857145,Negative
1441396782395625484,2021-09-24 13:39:07,kristenmcmenamy wore a gucciaria lace top with a sequin embroidered skirt leather sandals and a guccidionysus p ,397,,False,0.5,0.5,Positive
1441069856867029000,2021-09-23 16:00:02,on a sandy beach with a poodle is captured on the set of the gucci flora gorgeous gardenia campaign ,897,,False,0.9,0.7,Positive
1441009450043596807,2021-09-23 12:00:00,gucci flora gorgeous gardenia is encased within a pink glass bottle with a shiny gold cap the design features the ,717,,False,0.6,0.3,Positive
1440708522862252033,2021-09-22 16:04:13, captured backstage during the making of the florafantasy campaign the fragrant white blossoms of the ,423,MileyCyrus,False,0.0,0.0,Neutral
1440670526217723904,2021-09-22 13:33:14,a paradethemed shoot from s fallwinter issue to celebrate the houses anniversary featu ,639,,False,0.0,0.0,Neutral
1440360181754441729,2021-09-21 17:00:02,key gucciaria accessories feature in crparade a special editorial by to celebrate guccis centena ,690,,False,0.7857142857142857,0.17857142857142858,Positive
1440300345024864262,2021-09-21 13:02:16,a fantastical paradethemed shoot across pages in latest fallwinter issue celebrates gucci ,481,,False,0.9,0.5,Positive
1440229367477522432,2021-09-21 08:20:14,captured for at the national college of art and design in dublin wears gucciepilogue photo ,674,,False,0.0,0.0,Neutral
1440051701784842244,2021-09-20 20:34:15,the gucciaria collection features in purplemagazines fw the mexico issue by bárbara sánchezkane purple a ,504,,False,0.0,0.0,Neutral
1439991380462424072,2021-09-20 16:34:33, on time future issue features in looks from the gucciaria collection worn with the brand new ul ,3,VFLDN,False,0.2897727272727273,0.06818181818181818,Positive
1439620298744029185,2021-09-19 16:00:00,benedettaporcaroli appears on the cover of latest issue in a gucciaria look from ,779,,False,0.9,0.5,Positive
1439257911818002439,2021-09-18 16:00:00,selected by as one of the most influential people of  is captured in a gucci floral j ,806,,False,0.5,0.5,Positive
1439197513739821059,2021-09-18 12:00:00,graziachinas anniversary issue features cover star captured wearing pieces from the gucciaria col ,473,,False,0.0,0.0,Neutral
1438895533167308803,2021-09-17 16:00:03,the ultraslim line appears in a series of images inspired by the art of watchmaking discover the new ti ,388,,False,0.45454545454545453,0.13636363636363635,Positive
1438533135474565122,2021-09-16 16:00:00,echoing the sleek forms of contemporary architecture the timepieces collection including an automatic s ,527,,False,0.16666666666666666,0.16666666666666666,Positive
1438482493938745345,2021-09-16 12:38:46,inspired by the sleek forms of contemporary architecture the new timepieces collection is presented in a ,526,,False,0.3106060606060606,0.1515151515151515,Positive
1438231149537419264,2021-09-15 20:00:01,building suspense discover the gucciartwall in milan discover more on guccivault ,573,,False,0.5,0.5,Positive
1438170748691099659,2021-09-15 16:00:01,fluid ˈfluːɪd adj subject to change or movement discover the gucciartwall in london ,590,,False,0.21666666666666667,-0.08333333333333333,Negative
1438116878585565187,2021-09-15 12:25:57,prepare your senses guccivault is coming see the gucciartwall in new york and discover more on ,669,,False,0.4772727272727273,0.3181818181818182,Positive
1437898958559457283,2021-09-14 22:00:01,to the metgala huston wore a gucci two button new marseille tuxedo evening shirt with selffabric b ,473,,False,0.45454545454545453,0.13636363636363635,Positive
1437868760652603393,2021-09-14 20:00:01,to the metgala wore a gucci floral jacquard jacket evening shirt mohair pants silk bowtie and ,356,,False,0.0,0.0,Neutral
1437811103560617990,2021-09-14 16:10:54,at the for the metgala pjtucker wore guccitailoring by alessandromichele the fundraising bene ,483,,False,0.0,0.0,Neutral
1437769507725090818,2021-09-14 13:25:37,seen at the metgala jamescorden who wore custom gucciand juliacarey the event celebrates the ,696,,False,0.0,0.0,Neutral
1437744039546261507,2021-09-14 11:44:25,to the metgala celebrating the met costume institutes in america a lexicon of fashion exhibition ,702,,False,0.0,0.0,Neutral
1437582069576699906,2021-09-14 01:00:49,siennamiller wearing gucci to the metgala at the  celebrating the anniversary of the ,908,,False,0.0,0.0,Neutral
1437528581337489414,2021-09-13 21:28:16,amandlastenberg attended the premiere of dear evan hansen during the toronto international film festival w ,379,,False,0.0,0.0,Neutral
1437503851616165890,2021-09-13 19:50:00,marcelljacobs in gucci at the venice film festival to attend the premiere of the last duel ,296,,False,0.06666666666666667,0.0,Neutral
1437490685595291651,2021-09-13 18:57:41,opening our roundup of guests in gucci at the venice international film festival are cynthiaerivo styled by ,348,,False,0.0,0.0,Neutral
1437083586855780355,2021-09-12 16:00:01, appears in the new gucciaria campaignan ode to the revolutionary and joyful impetus of eros ,607,thisismaneskin,False,0.45454545454545453,0.13636363636363635,Positive
1436992991328149506,2021-09-12 10:00:01,from alessandromicheles notes on the gucciaria campaign the rustle of clothing flings the doors open on the my ,833,,False,0.5,0.0,Neutral
1436947686117163017,2021-09-12 07:00:00,in the latest campaign to present alessandromicheles first collection in the centenary year of gucci equestrian ,644,,False,0.41111111111111115,0.25,Positive
1436630597821206528,2021-09-11 10:00:00,the campaign to present alessandromicheles first collection in the centenary year of gucci captures the revolutio ,584,,False,0.16666666666666666,0.125,Positive
1436585300252237825,2021-09-11 07:00:00,subverting dynamics featured in the new gucciaria campaign are key themes from the collection including equestria ,706,,False,0.7272727272727273,0.06818181818181818,Positive
1436419204408909824,2021-09-10 20:00:00,underlining an aesthetic that connects mind and body in the new gucciaria campaign models read works or essays i ,623,,False,0.45454545454545453,0.13636363636363635,Positive
1436358809522376704,2021-09-10 16:00:01,known for redefining the conventions of beauty throughout her career kristen mcmenamy appears in an image from the ,408,,False,0.0,0.0,Neutral
1436325643613052931,2021-09-10 13:48:13,presenting the new gucciaria campaign envisioned by alessandromichele as an exploration of the ontology of desir ,964,,False,0.45454545454545453,0.13636363636363635,Positive
1436238553785282562,2021-09-10 08:02:09,debuting gucciaria the new advertising campaign envisioned by alessandromichele to capture the revolutionary and ,6227,,False,0.45454545454545453,0.13636363636363635,Positive
1436071919338475527,2021-09-09 21:00:01,stay tuned for tomorrows reveal of the gucciaria campaign alessandromichele guccidiana ,959,,False,0.0,0.0,Neutral
1436011522996817921,2021-09-09 17:00:01,the new gucciaria campaign debuts tomorrow alessandromichele ,545,,False,0.45454545454545453,0.13636363636363635,Positive
1435987097178054664,2021-09-09 15:22:57,gucciaria coming soon alessandromichele ,1379,,False,0.0,0.0,Neutral
1435724630069690370,2021-09-08 22:00:00,rare finds from the past rare finds for the future ready for guccivault alessandromichele ,316,,False,0.5349999999999999,0.11000000000000001,Positive
1435694430258974722,2021-09-08 20:00:00,everything will be vintage one day guccivault coming soon alessandromichele ,601,,False,0.0,0.0,Neutral
1435634037616300033,2021-09-08 16:00:02,out with the old in with the new but what if old is now new too stay tuned guccivault alessandromichele ,370,,False,0.32727272727272727,0.11818181818181818,Positive
1435545149023690752,2021-09-08 10:06:49, and his band wearing gucci during the love on tour opener in las vegas image by anthony pham ,18614,Harry_Styles,False,0.6,0.5,Positive
1435498140803686401,2021-09-08 07:00:01, for perfectmagazine in a full gucciaria look from the hacker project a merging of codes between ,41,ParisHilton,False,0.55,0.35,Positive
